Product type,SKU,Supplier name,Location,Customer demographics,Customer segment,Transportation modes,Routes,Price,Availability,Number of products sold,Revenue generated,Manufacturing costs,Costs,Profit margin,Order quantities,Lead time,Order date,Shipping date,Delivery date,Shipping times,Defect rates,Inspection results,Manufacturing lead time,Production volumes,Stock levels,Transportation costs
Cosmetics,SKU0054,Supplier A,Chennai,Unknown,B2C,Road,Route B,73.93,17,11,813.23,29.73,327.03,59.79,229,16,2023-05-16,2023-05-20,2023-06-05,16,0.0114,Pass,12,3965,17,220.1
Beauty,SKU0030,Supplier A,Kolkata,Non-binary,D2C,Sea,Route B,72.61,278,225,16337.25,46.01,10352.25,36.63,336,25,2024-06-16,2024-06-19,2024-07-14,25,0.0053,Fail,10,4484,278,70.32
Cosmetics,SKU0059,Supplier E,Ahmedabad,Non-binary,B2B,Sea,Route A,127.38,17,14,1783.32,69.64,974.96,45.33,484,1,2023-11-08,2023-11-13,2023-11-14,1,0.0393,Pass,16,2235,17,309.93
Skincare,SKU0099,Supplier C,Chennai,Non-binary,B2C,Air,Route C,94.5,29,11,1039.5,57.33,630.63,39.33,188,21,2023-02-18,2023-02-20,2023-03-13,21,0.0099,Pass,6,1042,29,440.85
Beauty,SKU0024,Supplier E,Chennai,Female,B2B,Road,Route B,46.27,88,67,3100.09,22.31,1494.77,51.78,324,10,2023-06-29,2023-07-01,2023-07-11,10,0.0631,Pass,18,2980,88,140.66
Cosmetics,SKU0034,Supplier B,Ahmedabad,Male,D2C,Sea,Route B,18.87,33,7,132.09,10.27,71.89,45.57,463,18,2024-01-14,2024-01-16,2024-02-03,18,0.0913,Pass,5,2763,33,78.75
Beauty,SKU0070,Supplier C,Ahmedabad,Male,B2B,Rail,Route B,86.09,249,75,6456.75,59.01,4425.75,31.46,126,2,2023-06-16,2023-06-21,2023-06-23,2,0.0016,Pass,14,4477,249,437.3
Beauty,SKU0020,Supplier D,Hyderabad,Non-binary,B2C,Sea,Route C,128.39,203,15,1925.85,77.87,1168.05,39.35,81,23,2023-01-05,2023-01-10,2023-02-02,23,0.0582,Pass,15,3501,203,122.27
Beauty,SKU0044,Supplier E,Ahmedabad,Female,D2C,Road,Route B,109.29,168,109,11912.61,53.61,5843.49,50.95,312,18,2023-04-26,2023-04-30,2023-05-18,18,0.0845,Pass,5,354,168,392.18
Healthcare,SKU0058,Supplier D,Delhi,Male,D2C,Air,Route C,95.69,227,84,8037.96,37.35,3137.4,60.97,75,6,2024-01-01,2024-01-02,2024-01-08,6,0.0474,Pass,18,1108,227,474.89
Cosmetics,SKU0026,Supplier B,Chennai,Male,D2C,Rail,Route A,147.77,423,150,22165.5,89.79,13468.5,39.24,117,27,2023-01-24,2023-01-25,2023-02-21,27,0.0204,Fail,12,4552,423,427.37
Skincare,SKU0086,Supplier C,Kolkata,Unknown,B2C,Rail,Route B,48.76,352,219,10678.44,32.44,7104.36,33.47,231,9,2024-01-05,2024-01-09,2024-01-18,9,0.0538,Pass,5,296,352,329.53
Healthcare,SKU0045,Supplier C,Hyderabad,Female,D2C,Rail,Route C,146.66,225,76,11146.16,83.69,6360.44,42.94,127,7,2023-11-12,2023-11-16,2023-11-23,7,0.0941,Pass,8,2983,225,94.65
Skincare,SKU0021,Supplier D,Chennai,Male,B2B,Air,Route B,96.13,70,55,5287.15,64.58,3551.9,32.82,123,9,2024-03-10,2024-03-14,2024-03-23,9,0.0765,Pass,17,2546,70,64.6
Skincare,SKU0009,Supplier E,Hyderabad,Unknown,D2C,Sea,Route B,14.25,82,53,755.25,9.72,515.16,31.79,400,19,2024-01-20,2024-01-21,2024-02-09,19,0.0203,Pass,10,4999,82,339.25
Beauty,SKU0091,Supplier E,Ahmedabad,Unknown,B2C,Rail,Route A,146.61,459,97,14221.17,81.54,7909.38,44.38,358,4,2023-05-21,2023-05-23,2023-05-27,4,0.0629,Pass,5,3234,459,131.3
Haircare,SKU0064,Supplier E,Chennai,Male,B2B,Sea,Route B,99.77,225,104,10376.08,54.2,5636.8,45.68,478,14,2024-04-19,2024-04-21,2024-05-05,14,0.0394,Pass,12,3507,225,159.14
Skincare,SKU0054,Supplier A,Chennai,Male,B2B,Sea,Route B,13.48,68,0,0.0,4.68,0.0,0.0,300,7,2023-07-03,2023-07-07,2023-07-14,7,0.0664,Pass,5,3857,68,75.83
Healthcare,SKU0075,Supplier E,Hyderabad,Non-binary,D2C,Rail,Route C,133.23,422,89,11857.47,82.37,7330.93,38.17,181,17,2024-05-07,2024-05-12,2024-05-29,17,0.0339,Fail,11,935,422,365.49
Healthcare,SKU0034,Supplier C,Kolkata,Female,B2C,Rail,Route C,78.17,385,48,3752.16,48.38,2322.24,38.11,288,24,2023-06-16,2023-06-21,2023-07-15,24,0.0131,Pass,10,2707,385,215.71
Beauty,SKU0007,Supplier C,Bangalore,Non-binary,B2B,Sea,Route B,66.01,97,54,3564.54,29.3,1582.2,55.61,234,24,2023-10-07,2023-10-10,2023-11-03,24,0.0467,Fail,17,4673,97,409.01
Cosmetics,SKU0099,Supplier A,Delhi,Non-binary,B2C,Sea,Route B,60.98,419,194,11830.12,39.36,7635.84,35.45,291,22,2023-07-07,2023-07-08,2023-07-30,22,0.0689,Pass,19,687,419,266.25
Haircare,SKU0019,Supplier A,Hyderabad,Non-binary,B2C,Rail,Route B,84.71,311,195,16518.45,53.42,10416.9,36.94,486,12,2023-01-14,2023-01-16,2023-01-28,12,0.0204,Pass,18,264,311,77.99
Beauty,SKU0020,Supplier A,Delhi,Male,B2C,Rail,Route A,63.25,144,36,2277.0,34.54,1243.44,45.39,255,13,2024-05-30,2024-06-01,2024-06-14,13,0.0651,Pass,6,118,144,108.08
Healthcare,SKU0062,Supplier B,Kolkata,Female,B2C,Sea,Route A,73.39,6,0,0.0,33.05,0.0,0.0,243,12,2023-12-23,2023-12-26,2024-01-07,12,0.0075,Pass,12,3139,6,204.36
Haircare,SKU0029,Supplier A,Mumbai,Non-binary,B2B,Air,Route A,75.36,460,230,17332.8,30.29,6966.7,59.81,493,5,2023-05-12,2023-05-14,2023-05-19,5,0.045,Pass,10,1316,460,367.53
Healthcare,SKU0010,Supplier D,Mumbai,Male,B2B,Road,Route A,109.47,230,77,8429.19,36.31,2795.87,66.83,194,21,2023-01-20,2023-01-24,2023-02-14,21,0.0766,Fail,10,2294,230,398.52
Cosmetics,SKU0061,Supplier E,Kolkata,Male,B2C,Road,Route A,118.61,160,140,16605.4,62.55,8757.0,47.26,92,14,2023-05-02,2023-05-05,2023-05-19,14,0.061,Pass,14,3437,160,290.99
Healthcare,SKU0076,Supplier E,Delhi,Male,B2B,Air,Route C,78.9,312,70,5523.0,53.51,3745.7,32.18,129,26,2023-07-24,2023-07-26,2023-08-21,26,0.0487,Pass,8,793,312,482.93
Haircare,SKU0046,Supplier E,Hyderabad,Male,B2B,Road,Route C,134.11,4,4,536.44,91.31,365.24,31.91,68,18,2023-06-14,2023-06-19,2023-07-07,18,0.0324,Pass,3,1510,4,232.24
Beauty,SKU0022,Supplier B,Chennai,Unknown,B2C,Air,Route B,123.99,226,39,4835.61,54.94,2142.66,55.69,104,3,2023-01-05,2023-01-06,2023-01-09,3,0.073,Pass,14,4037,226,83.45
Healthcare,SKU0049,Supplier B,Hyderabad,Unknown,B2B,Sea,Route A,48.97,438,197,9647.09,21.49,4233.53,56.12,250,19,2024-03-10,2024-03-12,2024-03-31,19,0.0259,Pass,4,2422,438,52.78
Skincare,SKU0064,Supplier A,Bangalore,Male,B2C,Rail,Route A,142.51,390,117,16673.67,73.39,8586.63,48.5,66,10,2024-01-05,2024-01-08,2024-01-18,10,0.0961,Pass,4,674,390,60.82
Skincare,SKU0077,Supplier C,Ahmedabad,Unknown,B2C,Rail,Route A,104.81,18,16,1676.96,43.5,696.0,58.5,300,5,2023-11-16,2023-11-20,2023-11-25,5,0.0995,Pass,9,4624,18,156.52
Healthcare,SKU0023,Supplier D,Hyderabad,Unknown,B2C,Road,Route A,13.08,408,196,2563.68,4.23,829.08,67.66,245,12,2023-01-14,2023-01-18,2023-01-30,12,0.0845,Pass,16,1960,408,294.7
Beauty,SKU0089,Supplier D,Pune,Non-binary,B2B,Sea,Route A,79.7,56,18,1434.6,51.07,919.26,35.92,252,12,2023-04-15,2023-04-17,2023-04-29,12,0.0133,Pass,19,4836,56,126.71
Cosmetics,SKU0030,Supplier D,Mumbai,Non-binary,D2C,Rail,Route B,55.31,251,8,442.48,24.02,192.16,56.57,468,15,2024-03-10,2024-03-14,2024-03-29,15,0.0032,Pass,15,1199,251,309.42
Skincare,SKU0063,Supplier E,Pune,Unknown,B2B,Road,Route B,107.3,212,176,18884.8,43.39,7636.64,59.56,364,13,2024-06-07,2024-06-10,2024-06-23,13,0.0505,Pass,9,3039,212,133.43
Skincare,SKU0081,Supplier D,Delhi,Male,B2B,Rail,Route C,79.37,367,26,2063.62,28.24,734.24,64.42,131,28,2023-05-18,2023-05-19,2023-06-16,28,0.0863,Pass,4,1525,367,440.59
Healthcare,SKU0078,Supplier B,Pune,Male,B2B,Rail,Route B,24.05,442,200,4810.0,12.98,2596.0,46.03,131,14,2023-12-01,2023-12-03,2023-12-17,14,0.0124,Pass,6,3639,442,161.43
Beauty,SKU0063,Supplier C,Ahmedabad,Male,B2B,Rail,Route A,51.83,411,203,10521.49,29.81,6051.43,42.49,328,2,2024-05-31,2024-06-03,2024-06-05,2,0.0526,Pass,8,3482,411,103.79
Skincare,SKU0049,Supplier D,Hyderabad,Male,B2B,Sea,Route C,12.15,87,0,0.0,6.03,0.0,0.0,182,7,2024-03-29,2024-04-02,2024-04-09,7,0.0316,Pass,12,1481,87,370.02
Beauty,SKU0018,Supplier D,Pune,Male,D2C,Rail,Route C,115.76,358,145,16785.2,61.42,8905.9,46.94,171,2,2023-11-16,2023-11-20,2023-11-22,2,0.0445,Fail,9,417,358,403.85
Cosmetics,SKU0061,Supplier E,Ahmedabad,Unknown,B2C,Rail,Route C,5.39,498,251,1352.89,3.08,773.08,42.86,247,27,2023-06-10,2023-06-15,2023-07-12,27,0.0089,Pass,15,4509,498,271.44
Skincare,SKU0099,Supplier E,Hyderabad,Male,D2C,Road,Route A,45.35,417,43,1950.05,28.91,1243.13,36.25,465,15,2023-10-19,2023-10-22,2023-11-06,15,0.003,Pass,12,3734,417,147.91
Haircare,SKU0098,Supplier C,Kolkata,Unknown,B2C,Sea,Route B,15.54,331,92,1429.68,6.24,574.08,59.85,371,16,2023-12-16,2023-12-20,2024-01-05,16,0.022,Pass,9,424,331,106.54
Haircare,SKU0032,Supplier A,Delhi,Male,B2C,Road,Route B,109.75,392,218,23925.5,50.09,10919.62,54.36,53,13,2023-08-29,2023-09-01,2023-09-14,13,0.0367,Pass,5,4454,392,442.21
Beauty,SKU0005,Supplier A,Hyderabad,Non-binary,B2B,Rail,Route C,69.44,356,167,11596.48,28.24,4716.08,59.33,157,16,2024-04-16,2024-04-20,2024-05-06,16,0.0317,Fail,15,3495,356,244.5
Healthcare,SKU0074,Supplier C,Pune,Unknown,B2B,Air,Route B,113.26,140,5,566.3,44.51,222.55,60.7,386,17,2024-02-04,2024-02-07,2024-02-24,17,0.0183,Pass,15,4375,140,365.7
Skincare,SKU0022,Supplier E,Hyderabad,Female,B2C,Road,Route C,37.75,347,170,6417.5,15.92,2706.4,57.83,488,27,2023-11-03,2023-11-06,2023-12-03,27,0.0766,Fail,14,827,347,438.0
Beauty,SKU0007,Supplier C,Chennai,Female,D2C,Road,Route C,136.91,102,38,5202.58,77.34,2938.92,43.51,317,13,2023-11-01,2023-11-06,2023-11-19,13,0.0225,Fail,12,4057,102,289.17
Cosmetics,SKU0035,Supplier A,Hyderabad,Unknown,B2B,Sea,Route A,87.4,172,34,2971.6,44.34,1507.56,49.27,431,3,2023-03-10,2023-03-15,2023-03-18,3,0.0261,Fail,12,4045,172,450.05
Haircare,SKU0056,Supplier E,Chennai,Unknown,B2C,Rail,Route C,108.6,66,30,3258.0,45.46,1363.8,58.14,119,11,2023-11-17,2023-11-19,2023-11-30,11,0.0449,Fail,4,2858,66,131.79
Cosmetics,SKU0081,Supplier B,Kolkata,Female,D2C,Rail,Route B,48.2,44,10,482.0,16.51,165.1,65.75,119,6,2024-06-12,2024-06-14,2024-06-20,6,0.0708,Fail,17,1887,44,185.81
Cosmetics,SKU0073,Supplier E,Pune,Non-binary,B2C,Air,Route A,10.62,71,36,382.32,5.13,184.68,51.69,288,17,2023-03-03,2023-03-08,2023-03-25,17,0.0646,Pass,8,1497,71,163.31
Beauty,SKU0053,Supplier C,Pune,Unknown,B2C,Sea,Route C,16.81,477,242,4068.02,7.95,1923.9,52.71,349,10,2023-11-23,2023-11-24,2023-12-04,10,0.0265,Pass,3,2163,477,407.76
Beauty,SKU0052,Supplier C,Delhi,Female,B2B,Air,Route B,20.13,162,97,1952.61,11.41,1106.77,43.32,364,28,2023-09-02,2023-09-03,2023-10-01,28,0.0524,Pass,9,2807,162,459.8
Skincare,SKU0055,Supplier D,Pune,Non-binary,B2B,Road,Route B,95.78,346,127,12164.06,38.7,4914.9,59.59,87,7,2023-02-07,2023-02-09,2023-02-16,7,0.0136,Pass,4,3736,346,224.01
Haircare,SKU0083,Supplier E,Bangalore,Male,B2B,Sea,Route C,126.07,153,47,5925.29,51.69,2429.43,59.0,174,19,2023-02-13,2023-02-17,2023-03-08,19,0.0736,Pass,9,4967,153,126.77
Haircare,SKU0047,Supplier A,Pune,Female,B2B,Road,Route C,72.28,63,28,2023.84,50.54,1415.12,30.08,252,20,2023-04-03,2023-04-07,2023-04-27,20,0.0654,Pass,9,1225,63,376.4
Cosmetics,SKU0064,Supplier E,Chennai,Non-binary,B2C,Rail,Route C,146.46,90,35,5126.1,95.45,3340.75,34.83,496,11,2023-04-03,2023-04-05,2023-04-16,11,0.0681,Pass,9,3044,90,107.76
Beauty,SKU0019,Supplier D,Delhi,Non-binary,B2C,Rail,Route B,137.21,485,83,11388.43,46.49,3858.67,66.12,175,3,2023-04-20,2023-04-22,2023-04-25,3,0.0213,Pass,12,680,485,365.67
Cosmetics,SKU0069,Supplier A,Ahmedabad,Unknown,B2C,Air,Route B,129.46,417,187,24209.02,72.04,13471.48,44.35,125,6,2024-01-19,2024-01-20,2024-01-26,6,0.0929,Pass,19,3666,417,229.08
Beauty,SKU0092,Supplier C,Ahmedabad,Male,D2C,Road,Route C,146.02,176,130,18982.6,91.52,11897.6,37.32,395,10,2024-01-12,2024-01-15,2024-01-25,10,0.0662,Pass,14,1707,176,371.9
Beauty,SKU0040,Supplier C,Pune,Unknown,B2C,Road,Route B,54.74,270,122,6678.28,29.51,3600.22,46.09,485,16,2024-01-07,2024-01-08,2024-01-24,16,0.004,Pass,15,987,270,372.08
Haircare,SKU0097,Supplier C,Mumbai,Female,B2C,Sea,Route C,147.54,234,148,21835.92,92.73,13724.04,37.15,235,2,2023-08-30,2023-09-02,2023-09-04,2,0.0671,Pass,8,3345,234,307.74
Skincare,SKU0011,Supplier A,Chennai,Non-binary,D2C,Rail,Route A,140.96,455,263,37072.48,53.14,13975.82,62.3,70,1,2024-05-18,2024-05-22,2024-05-23,1,0.0551,Fail,10,3473,455,164.42
Beauty,SKU0046,Supplier C,Mumbai,Unknown,D2C,Road,Route A,68.52,248,92,6303.84,39.3,3615.6,42.64,443,16,2024-03-06,2024-03-11,2024-03-27,16,0.0583,Pass,18,3975,248,312.1
Beauty,SKU0001,Supplier D,Bangalore,Non-binary,D2C,Road,Route A,32.29,373,36,1162.44,14.81,533.16,54.13,142,22,2024-02-15,2024-02-17,2024-03-10,22,0.0948,Pass,18,4873,373,57.87
Beauty,SKU0077,Supplier B,Bangalore,Unknown,D2C,Air,Route B,34.41,372,224,7707.84,18.53,4150.72,46.15,265,25,2024-02-25,2024-02-28,2024-03-24,25,0.035,Fail,19,3391,372,484.95
Beauty,SKU0037,Supplier E,Hyderabad,Non-binary,B2B,Rail,Route B,108.77,220,132,14357.64,47.97,6332.04,55.9,332,10,2023-07-23,2023-07-24,2023-08-03,10,0.0206,Fail,4,2684,220,362.24
Cosmetics,SKU0003,Supplier B,Kolkata,Female,B2C,Air,Route A,115.09,410,128,14731.52,43.0,5504.0,62.64,231,23,2023-08-23,2023-08-24,2023-09-16,23,0.0628,Fail,8,736,410,197.86
Skincare,SKU0077,Supplier E,Pune,Non-binary,B2B,Road,Route A,51.74,52,1,51.74,32.79,32.79,36.63,253,26,2023-09-24,2023-09-26,2023-10-22,26,0.0703,Pass,9,4731,52,352.77
Cosmetics,SKU0087,Supplier D,Ahmedabad,Female,B2B,Sea,Route B,46.49,64,64,2975.36,14.56,931.84,68.68,286,17,2024-05-21,2024-05-22,2024-06-08,17,0.0432,Pass,17,4241,64,310.91
Skincare,SKU0056,Supplier D,Bangalore,Non-binary,D2C,Air,Route B,117.31,215,213,24987.03,57.88,12328.44,50.66,73,12,2023-07-31,2023-08-05,2023-08-17,12,0.0048,Pass,5,1659,215,114.91
Beauty,SKU0004,Supplier D,Bangalore,Unknown,B2B,Sea,Route C,77.59,463,15,1163.85,30.5,457.5,60.69,449,27,2023-10-25,2023-10-28,2023-11-24,27,0.0646,Pass,4,2852,463,308.27
Skincare,SKU0061,Supplier A,Kolkata,Female,D2C,Rail,Route C,114.45,114,67,7668.15,41.91,2807.97,63.38,124,11,2023-05-17,2023-05-20,2023-05-31,11,0.0928,Fail,9,396,114,181.51
Skincare,SKU0010,Supplier E,Chennai,Male,B2C,Air,Route B,56.41,214,198,11169.18,22.77,4508.46,59.63,98,27,2023-04-08,2023-04-13,2023-05-10,27,0.0458,Pass,7,275,214,453.12
Haircare,SKU0001,Supplier E,Kolkata,Non-binary,B2C,Sea,Route A,100.2,488,131,13126.2,67.96,8902.76,32.18,77,20,2023-09-17,2023-09-22,2023-10-12,20,0.0453,Fail,5,2183,488,284.4
Cosmetics,SKU0034,Supplier A,Bangalore,Non-binary,B2C,Air,Route A,25.86,216,79,2042.94,8.87,700.73,65.7,356,26,2023-06-23,2023-06-28,2023-07-24,26,0.0513,Fail,13,1232,216,108.64
Haircare,SKU0019,Supplier E,Pune,Male,B2B,Rail,Route B,33.59,180,99,3325.41,13.26,1312.74,60.52,483,4,2023-09-24,2023-09-25,2023-09-29,4,0.0087,Pass,4,1144,180,106.08
Haircare,SKU0034,Supplier D,Chennai,Unknown,B2B,Sea,Route C,36.65,299,102,3738.3,11.57,1180.14,68.43,134,15,2023-09-28,2023-10-03,2023-10-18,15,0.0266,Pass,11,200,299,243.94
Skincare,SKU0007,Supplier B,Ahmedabad,Female,B2B,Road,Route B,31.6,175,141,4455.6,12.34,1739.94,60.95,491,27,2023-07-13,2023-07-15,2023-08-11,27,0.0686,Pass,4,854,175,159.63
Haircare,SKU0056,Supplier B,Ahmedabad,Unknown,B2C,Rail,Route B,37.42,122,100,3742.0,20.67,2067.0,44.76,440,18,2023-04-29,2023-05-03,2023-05-21,18,0.0383,Pass,14,3560,122,147.99
Skincare,SKU0016,Supplier A,Bangalore,Non-binary,B2B,Air,Route C,115.51,105,31,3580.81,78.68,2439.08,31.88,411,10,2023-12-24,2023-12-25,2024-01-04,10,0.094,Pass,3,4167,105,381.84
Cosmetics,SKU0075,Supplier C,Delhi,Unknown,B2B,Air,Route B,14.76,8,8,118.08,8.69,69.52,41.12,192,29,2023-01-05,2023-01-10,2023-02-08,29,0.0633,Pass,12,4032,8,192.07
Healthcare,SKU0037,Supplier C,Kolkata,Male,B2C,Air,Route A,48.44,241,184,8912.96,19.09,3512.56,60.59,319,17,2023-05-05,2023-05-09,2023-05-26,17,0.0823,Pass,12,419,241,490.91
Healthcare,SKU0059,Supplier D,Ahmedabad,Non-binary,B2B,Rail,Route B,11.7,361,209,2445.3,7.35,1536.15,37.18,362,26,2023-10-03,2023-10-08,2023-11-03,26,0.027,Pass,6,986,361,145.14
Cosmetics,SKU0007,Supplier B,Delhi,Male,D2C,Rail,Route A,101.11,91,51,5156.61,61.48,3135.48,39.19,438,5,2023-10-17,2023-10-20,2023-10-25,5,0.0084,Pass,15,2381,91,111.09
Skincare,SKU0031,Supplier C,Bangalore,Female,B2B,Rail,Route B,28.74,125,66,1896.84,18.0,1188.0,37.37,234,18,2024-02-13,2024-02-14,2024-03-03,18,0.0272,Pass,11,4581,125,167.3
Haircare,SKU0039,Supplier B,Mumbai,Female,B2C,Road,Route B,147.3,429,67,9869.1,97.58,6537.86,33.75,212,25,2024-05-17,2024-05-21,2024-06-15,25,0.0709,Pass,11,1568,429,419.38
Cosmetics,SKU0058,Supplier B,Ahmedabad,Unknown,B2B,Rail,Route B,25.83,171,63,1627.29,10.27,647.01,60.24,382,12,2024-02-02,2024-02-06,2024-02-18,12,0.0787,Pass,12,1453,171,429.33
Cosmetics,SKU0081,Supplier B,Pune,Non-binary,B2C,Air,Route C,111.12,170,126,14001.12,55.56,7000.56,50.0,304,25,2024-03-12,2024-03-13,2024-04-07,25,0.0753,Pass,5,4592,170,212.69
Beauty,SKU0038,Supplier D,Mumbai,Unknown,B2C,Air,Route A,9.99,312,125,1248.75,6.18,772.5,38.14,235,24,2024-04-24,2024-04-28,2024-05-22,24,0.0432,Pass,14,2132,312,450.96
Haircare,SKU0038,Supplier B,Pune,Male,D2C,Road,Route C,108.67,10,6,652.02,38.87,233.22,64.23,153,2,2023-02-18,2023-02-23,2023-02-25,2,0.0417,Pass,14,4473,10,62.96
Skincare,SKU0060,Supplier D,Mumbai,Male,D2C,Road,Route A,45.19,477,113,5106.47,19.34,2185.42,57.2,313,11,2023-09-17,2023-09-20,2023-10-01,11,0.0736,Pass,17,1452,477,446.89
Skincare,SKU0051,Supplier B,Bangalore,Non-binary,B2C,Rail,Route C,32.89,487,280,9209.2,19.9,5572.0,39.5,377,19,2023-02-16,2023-02-17,2023-03-08,19,0.0407,Fail,10,2173,487,360.41
Skincare,SKU0044,Supplier E,Chennai,Male,D2C,Sea,Route C,68.12,82,49,3337.88,40.77,1997.73,40.15,338,10,2023-07-11,2023-07-13,2023-07-23,10,0.0751,Pass,3,466,82,249.21
Healthcare,SKU0001,Supplier D,Kolkata,Female,D2C,Rail,Route B,147.43,134,25,3685.75,70.19,1754.75,52.39,422,12,2024-02-09,2024-02-10,2024-02-22,12,0.0352,Pass,7,3122,134,423.47
Skincare,SKU0039,Supplier E,Ahmedabad,Male,B2B,Air,Route A,130.72,160,106,13856.32,75.88,8043.28,41.95,166,23,2024-01-05,2024-01-09,2024-02-01,23,0.0053,Pass,18,3888,160,332.06
Beauty,SKU0090,Supplier A,Kolkata,Unknown,D2C,Air,Route C,149.37,153,129,19268.73,98.85,12751.65,33.82,155,17,2023-07-12,2023-07-13,2023-07-30,17,0.0869,Pass,11,1195,153,373.41
Beauty,SKU0012,Supplier D,Delhi,Unknown,B2C,Road,Route A,94.72,272,246,23301.12,59.93,14742.78,36.73,295,29,2023-11-05,2023-11-09,2023-12-08,29,0.025,Pass,9,1775,272,478.52
Beauty,SKU0063,Supplier B,Ahmedabad,Female,B2B,Sea,Route C,96.57,277,50,4828.5,34.74,1737.0,64.03,138,23,2024-04-27,2024-04-28,2024-05-21,23,0.0457,Fail,11,1517,277,330.33
Skincare,SKU0002,Supplier A,Hyderabad,Unknown,D2C,Sea,Route A,117.81,250,8,942.48,75.55,604.4,35.87,275,15,2023-04-16,2023-04-20,2023-05-05,15,0.0468,Fail,4,4998,250,369.69
Skincare,SKU0066,Supplier D,Ahmedabad,Male,B2C,Sea,Route C,80.0,489,119,9520.0,33.13,3942.47,58.59,452,27,2024-05-14,2024-05-16,2024-06-12,27,0.0666,Pass,9,428,489,99.27
Healthcare,SKU0061,Supplier C,Pune,Unknown,D2C,Rail,Route A,30.34,132,66,2002.44,14.92,984.72,50.82,178,11,2023-04-30,2023-05-04,2023-05-15,11,0.0289,Pass,14,432,132,353.04
Beauty,SKU0061,Supplier C,Delhi,Female,D2C,Sea,Route C,78.83,292,172,13558.76,35.93,6179.96,54.42,405,16,2023-12-19,2023-12-23,2024-01-08,16,0.0988,Pass,16,128,292,498.2
Skincare,SKU0093,Supplier B,Chennai,Unknown,B2B,Air,Route B,39.65,142,59,2339.35,17.7,1044.3,55.36,482,10,2024-02-04,2024-02-08,2024-02-18,10,0.0925,Pass,4,3835,142,484.52
Healthcare,SKU0023,Supplier D,Bangalore,Male,B2C,Rail,Route B,6.03,165,30,180.9,4.17,125.1,30.85,383,19,2023-07-24,2023-07-26,2023-08-14,19,0.0408,Fail,18,1560,165,383.91
Beauty,SKU0003,Supplier B,Kolkata,Female,B2B,Road,Route A,95.27,345,293,27914.11,32.99,9666.07,65.37,332,23,2024-01-03,2024-01-06,2024-01-29,23,0.0134,Pass,8,3162,345,476.22
Haircare,SKU0080,Supplier D,Mumbai,Unknown,B2C,Sea,Route B,116.92,355,27,3156.84,67.31,1817.37,42.43,293,13,2023-08-21,2023-08-22,2023-09-04,13,0.0672,Pass,9,3419,355,147.02
Healthcare,SKU0020,Supplier E,Chennai,Male,B2C,Rail,Route A,83.59,214,157,13123.63,56.92,8936.44,31.91,148,5,2024-06-11,2024-06-16,2024-06-21,5,0.0289,Pass,4,2875,214,305.35
Healthcare,SKU0072,Supplier E,Mumbai,Female,D2C,Road,Route A,144.91,422,93,13476.63,99.14,9220.02,31.59,80,14,2023-02-12,2023-02-17,2023-03-03,14,0.0017,Pass,4,4171,422,276.18
Haircare,SKU0091,Supplier B,Chennai,Male,B2B,Sea,Route B,87.19,226,1,87.19,38.07,38.07,56.34,229,7,2024-03-28,2024-04-02,2024-04-09,7,0.0599,Fail,8,759,226,293.91
Beauty,SKU0057,Supplier A,Delhi,Unknown,B2C,Sea,Route C,104.24,385,120,12508.8,37.5,4500.0,64.03,274,26,2024-03-01,2024-03-02,2024-03-28,26,0.0485,Pass,7,112,385,291.44
Beauty,SKU0048,Supplier A,Chennai,Female,D2C,Rail,Route A,35.89,47,24,861.36,18.21,437.04,49.26,310,25,2024-02-29,2024-03-03,2024-03-28,25,0.0962,Pass,9,1328,47,313.22
Beauty,SKU0053,Supplier D,Pune,Male,B2C,Air,Route A,9.54,437,68,648.72,6.17,419.56,35.32,265,24,2024-04-14,2024-04-19,2024-05-13,24,0.0735,Pass,18,431,437,296.11
Cosmetics,SKU0044,Supplier A,Mumbai,Unknown,B2B,Rail,Route A,48.05,489,38,1825.9,16.16,614.08,66.37,265,25,2023-11-19,2023-11-23,2023-12-18,25,0.0099,Pass,14,748,489,85.58
Beauty,SKU0081,Supplier E,Kolkata,Unknown,D2C,Sea,Route C,19.77,470,177,3499.29,13.07,2313.39,33.89,64,13,2024-06-16,2024-06-19,2024-07-02,13,0.0961,Fail,7,4409,470,155.16
Haircare,SKU0036,Supplier C,Kolkata,Unknown,B2C,Air,Route C,51.41,329,279,14343.39,33.24,9273.96,35.34,139,18,2024-06-24,2024-06-29,2024-07-17,18,0.0127,Pass,18,3398,329,70.03
Cosmetics,SKU0090,Supplier E,Ahmedabad,Non-binary,B2B,Road,Route C,28.32,465,28,792.96,15.08,422.24,46.75,338,23,2023-12-20,2023-12-24,2024-01-16,23,0.0853,Pass,19,2204,465,416.58
Haircare,SKU0067,Supplier D,Bangalore,Non-binary,D2C,Sea,Route C,57.42,185,141,8096.22,36.71,5176.11,36.07,408,29,2023-10-18,2023-10-20,2023-11-18,29,0.0394,Pass,16,1196,185,203.43
Beauty,SKU0070,Supplier A,Kolkata,Unknown,D2C,Road,Route C,53.33,188,181,9652.73,35.38,6403.78,33.66,169,17,2023-09-22,2023-09-24,2023-10-11,17,0.0918,Pass,6,941,188,268.92
Healthcare,SKU0081,Supplier C,Chennai,Male,D2C,Road,Route B,39.63,340,10,396.3,14.59,145.9,63.18,271,27,2024-06-03,2024-06-06,2024-07-03,27,0.0778,Pass,18,1130,340,188.19
